编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
33600,高新技术项目申请国家贷款扶持,深圳市发展和改革委员会,2007.01.09,2007.02.05,"我司现研发一高新技术项目，欲计划引进生产全套国外机械设备进行生产，此项目是国内首家生产，一经投产可填补该产品在国内市场的空白。但因资金周转困难需申请国家对中小型企业贷款来扶持，现咨询该事务的申请程序？望回复，谢谢！
		","刘劲松同志： 你报来的“借用中长期国家商业贷款初审”咨询事项收悉。经研究，现回复如下： 申请国家对中小型企业贷款扶持业务不属于国家发改委及市发改局受理范围，请你向市科信局、贸工局咨询申请，该两局有此方面的贷款业务。 特此回复。 深圳市发改局 二○○六年一月十一日
		
		",0.26817207372605956
33378,你好,深圳市发展和改革委员会,2007.05.14,2007.05.16,"该件无内容，无法处理。
		","尚未答复
		
		",0.3027385910220669
29839,关内外户口迁移,深圳市发展和改革委员会,2008.10.10,2008.10.14,"我的户口在龙岗区,02年在罗湖买了房子,07年结婚,先生的户口在南山,现在我们也住在南山.听说10月1日起关内外户口可以自由迁移,请问现在我是否可以将户口直接从龙岗迁移到南山我先生的名下,还是我要先迁到罗湖我的房产名下,然后再迁到南山? 具体要怎么办理?谢谢
		","刘一诺：你好!来信收悉.《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起执行。关于在关内外户籍可随自购房地点迁移的办理工作市公安局正在加紧组织实施，近期将很快受理此类申请，各具体的办理时间，请向市公安局人口管理处咨询。
		
		",0.30981051368219836
20973,深圳市出租车燃油费附加的价格,深圳市发展和改革委员会,2015.04.01,2015.04.08,"深圳市目前最新的出租车的附加燃油费的价格是多少，分不分红的还是绿的还是黄的，还是说都是统一的一个价格标准
		","目前，我市出租车燃油附加费红的，绿的均为1元/次。
		
		",0.31383723576316247
20773,开发企业计划全资建设：城市更新项目周边的市政道路。需要什么申报手续或者备案手续？,深圳市发展和改革委员会,2015.03.27,2015.04.21,"开发企业计划全资建设：城市更新项目周边的市政道路。需要什么申报手续或者备案手续？
		","按照《深圳市社会投资项目准入指引目录（2014年本）市政道路项目采取投资备案管理。可登录“深圳市社会投资项目核准备案管理信息系统”办理。
		
		",0.4382374905701486
25261,农转非指标卡办理进度,深圳市发展和改革委员会,2013.10.29,2013.10.30,"请问我的农转非指标卡办好了吗？
		","您好，经查，您的“农转非”手续我委已完成审批，请询南山区发改局领取相关手续。
",0.4505710102546233
29136,夫妻随迁建议,深圳市发展和改革委员会,2009.02.26,2009.03.06,"各位深圳市政府高层领导,发展和改革局高层领导 ??????? 你好,我是某国有企业的一名员工,去年与深圳本土的一女孩子结婚,在结婚后不久前往户口属地派出所想办理随迁,但告知,要三年后才能随迁,在此我有个建议,我建议深圳所有的婚迁在结婚后半年内先接受随迁的条件,但是迁过来的户口为蓝印户口,已在过2年且夫妻正常的话,在转为常住户口,如在二年内为离婚则你的户口打倒回原户籍所在地,第二,凡属国有企业或事业单位的在结婚半年以上,在单位出证明的基础上,就可以给我们随迁,你也知道凡属国有企业或事业单位,说不定那天都有可能由临聘员工转为正式员工的可能,但是在想转为正式员工的同时,深圳户口是最基本的条件,在此我恳求改革局的各高层领导能考虑下我们的意见,我真的很希望早点成为深圳人啊,这是我的建议,希望在这""二会""中能考虑下好吗?谢谢
","李先生： ??? 感谢您的建议。目前我市夫妻随迁的政策依据是《关于贯彻国务院省政府关于解决当前户口管理工作中几个突出问题意见的通知》（深府[1997]72号）和《关于贯彻落实市委市政府加强随迁人口入户管理工作的通知》（深公（人）字[2008]205号）。国家和地方的政策均要求婚迁的基本条件是夫妻分居3年，但对于很多居民的实际情况各部门一直非常关注，目前我们正在对婚迁问题进行调研，力求既提高政策的操作性，又方便广大真正需要婚迁的市民。 ? ?????????????????????????????????????????????????? 二〇〇九年三月六日
",0.46117386938012583
32546,test,深圳市发展和改革委员会,2007.12.03,2007.12.05,"sss
		","尚未答复
		
		",0.5
27894,招调工,深圳市发展和改革委员会,2009.08.22,2009.08.24,"? 关于招调工农转非需要多长时间呢?
","? 农转非手续是劳动部门在为符合招工条件的个人办理入户手续时捆绑办理的，由市劳动部门或区劳动部门通过区发改局向市发改局申请办理，个人不需要直接向市发改局申报，需要查询办理进度应直接向市（区）劳动部门咨询。我局自收到相关部门报送材料之日起5个工作日完成办理并向各相关部门反馈办理结果。
",0.5027169394112266
3711,立体车库或者智能车库,深圳市发展和改革委员会,2017.02.13,2017.02.20,"深圳市有没有关于立体车库或智能车库改造工作相关补贴，有的话，主管部分是哪个部门。相关文件有哪些文件。
		","深圳市级政府部门均未出台过上述工作的有关补贴政策。目前，福田区、宝安区等区级政府对停车场及立体机械式车库出台了有关支持政策。
		
		",0.614991345182971
1212,修建市政路,深圳市发展和改革委员会,2017.04.07,2017.04.10,"我司全资（社会资金）在罗湖区修建一条市政路，总造价概算约50万。建好后移交交委。请问这个项目需要立项吗？需要的话报核准还是备案呢？
		","请先与市交委沟通，然后再去区发改部门备案即可。
		
		",0.6158590563669449
33704,外商投资项目立项程序,深圳市发展和改革委员会,2006.12.28,2006.12.30,"您好! 我公司是一家港资企业, 拟在深圳投资生物柴油生物项目,请问: 1. 具体的申报程序如何? 2. 需要哪些手续? 3. 需要向哪些部门申报? 商祺!FLINT
		","我局在市民中心行政服务大厅设有项目受理专门电话，82105842，82105843，欢迎咨询。
		
		",0.6793632268412041
29267,地铁9号线,深圳市发展和改革委员会,2009.02.10,2009.02.17,"请问地铁9号线今年什么时候开工，项目有没有得到国家相关部门批复
","文国兴： ??? 您好！地铁9号线工程目前未得到国家发改委的立项批复。按照我市轨道交通建设工作进度，今年上报轨道交通三期建设规划并组织开展地铁9号线工程可行性研究报告编制等前期工作。待国家发改委正式批复后再行开工建设。 ?????此复。
",0.6869847100299847
33112,贷款问题,深圳市发展和改革委员会,2007.08.10,2007.08.14,"你好，请问政府是怎么处理社会个人贷款问题的，个人创业缺乏资金又怎样做可以得到政府的帮助呢？至此，本人会期待你的回复，谢谢！
		","吴江: 你好！你咨询的有关个人贷款及创业资金问题，不属于我局职能范围，建议你向银行等金融机构咨询个人贷款问题，向市政府其他部门（市科技信息局、市中小企业中心等）咨询创业资金问题。 此复 市发展和改革局 二00七年八月十四日
		
		",0.7081440124897863
29270,地铁9号线,深圳市发展和改革委员会,2009.02.10,2009.02.17,"请问深圳市地铁9号线今年什么时候开工，项目有没有得到国家相关部门的批复，谢谢！
","文国兴： ??? 您好！地铁9号线工程目前未得到国家发改委的立项批复。按照我市轨道交通建设工作进度，今年上报轨道交通三期建设规划并组织开展地铁9号线工程可行性研究报告编制等前期工作。待国家发改委正式批复后再行开工建设。 ?????此复。
",0.7245578568548076
2054,城市智能交通系统立项,深圳市发展和改革委员会,2017.03.15,2017.03.23,"智能交通系统这样开展立项工作，需要做哪些工作？
		","该问题涉及的项目归大鹏新区管辖，建议咨询大鹏新区交通局、发财局等部门。
		
		",0.74518290959431
20840,福田保税区是否有地铁规划，有竣工日期吗？,深圳市发展和改革委员会,2015.03.31,2015.04.15,"福田保税区是否有地铁规划，有竣工日期吗？
		","轨道交通三期规划修编中3号线南延线有考虑在福田保税区设站，目前三期修编已上报国家发改委，待批复后将尽快开展后续工作。
		
		",0.8313870050758558
29710,坪山新区什么时候正式挂牌成立?,深圳市发展和改革委员会,2008.10.27,2008.10.30,"坪山新区什么时候正式挂牌成立?他具体包括哪些街道,要不要分设街道等?
		","龙岗青年:来信收悉。你在来信中咨询坪山新区何时成立的问题。截止目前我局从未通过上级文件或其他形式得知将要成立坪山新区的事实，请你再作进一步的核实。此复 市发展改革局二〇〇八年十月三十日
		
		",0.8612034567527296
30697,关于深圳市现有的国家项目,深圳市发展和改革委员会,2008.06.16,2008.06.18,"我想了解深圳市现有的国家项目及省项目的有关公告，在哪里可以查找到比较详细的资料
		","蔡先生：你所咨询的问题内容不详，无法回答。因项目可分为各行业项目，行业项目中又有不同种类，政府并非对所有项目进行干预，就我局而言，仅对我市涉及固定资产投资且须由市级发改部门审批或备案的项目有了解，对区级政府审批或备案范围内的固定资产投资项目不干预，对各行业主管部门事权内的非固定资产投资的项目也不干预。建议你就某一项目的具体问题提出咨询。此复
		
		",0.8651688652316061
25449,14年度的重大项目证,深圳市发展和改革委员会,2013.09.11,2013.09.12,"我想麻烦您们咨询一下，2014年度的重大项目证什么时候开始办理，需要准备递交哪一些资料。祝工作愉快，谢谢！
		","已电话回复咨询人。9月底请留意市发改委网站申报通知，如有疑问可咨询：82107078.
",0.8740543025424437
1984,企业代建市政支路具体流程,深圳市发展和改革委员会,2017.03.23,2017.03.23,"我司红线内法定图则市政支路华卫路，是够可要求政府建设或企业代建具体办事流程
		","根据第五轮事权划分，次干路、支路相关建设事宜已下放至各区。建议咨询华卫路所在区的交通局、发财局等部门。
		
		",0.9038874245345321
30389,企业追加投资的办文流程，请指导,深圳市发展和改革委员会,2008.07.10,2008.07.24,"我司为台资企业，准备在现有宗地上投资兴建二期工程，现有宗地上有足够预留地。不知整个官方办文流程该如何走，请指导，谢谢！
		","颉鑫昌：你好!你所咨询的问题比较模糊，其中涉及固定资产投资项目，需要多家政府部门审批或核准，涉及我局职能的只有项目核准，具体细节很多，建议向我局行政服务大厅窗口咨询：82107224。此复
		
		",0.9650738330165313
32082,房地产项目可行性研究报告基本框架,深圳市发展和改革委员会,2007.12.26,2008.01.09,"请求咨询贵局最新的“房地产项目可行性研究报告”的基本框架包括哪些内容？－－－申报计划立项
		","蔡小姐： 您好！您在政府在线网上咨询的新开工计划方面的问题收悉，经认真研究，现答复如下： 一、关于申报新开工计划时是否一定要提供设计概算书的问题。设计概算书是申报政府投资项目概算审批时需要提供的材料之一，申报新开工计划时并不需要提供。需要说明的是，我市固定资产投资项目申报新开工计划分为政府投资和社会投资两种类型，其中，政府投资项目需按照立项批复的要求，决定是否应提供由我局出具的概算批复（而不是设计概算书），社会投资项目不需要提供。 二、关于项目可行性报告内容是否有要求的问题。我局对可行性研究报告的主要内容是根据国家发改委的相关文件制定的，由于篇幅较长，您可以通过以下网址查阅：http://www.szpb.gov.cn/News/BanGongShi/banshizhinan001.htm。同样需要说明的是，按照国家规定，项目可行性研究报告需要委托具有相应资质的咨询机构编制。 以上答复如未能释疑，欢迎致电我局垂询（相关处室电话：82107903）。 深圳市发展和改革局 二○○七年十二月二十日
		
		",0.9689032521472604
21222,轨道交通线路咨询,深圳市发展和改革委员会,2015.03.15,2015.03.20,"三个问题 1：穗莞深乘积铁路深圳段何时可以建成？ 2：原地铁10号线（松岗到海上世界）自从排除在地铁三期工程后，时间一拖再拖，线路也在不断再改，若开工建设是何时开工？具体线路在哪儿能查询的到？ 3：地铁五号线南延线（前海湾到赤湾）给出了两套方案，具体建设会用哪一个？线路在哪儿能查询的到？
		","根据工程筹划，穗莞深计划2017年建成；10号线最新方案以规土委公布规划为准；5号线南延方案以国家发改委批复为准。
		
		",0.9703975480509489
20883,固定资产投资许可,深圳市发展和改革委员会,2015.03.23,2015.04.13,"您好！我司是房地产开发企业，已经在社会投资项目备案，是否需要办理《固定投资许可证》，谢谢！
		","房地产项目已改为备案，到项目所在地辖区发展改革部门办理即可。
		
		",0.982227226371595
874,社会投资申报,深圳市发展和改革委员会,2017.04.15,2017.04.18,"房地产开发项目的申报主体，一定要是地主吗？

是否可以以租约的形式，由另一方进行申报、开发。
		","根据《深圳市人民政府关于印发深圳市社会投资项目备案办法的通知》（深府【2014】81号），属我市备案权限内的社会投资项目实行属地管理，由项目建设所在地的区发改部门进行备案。建议所询问题向相关区发改局具体咨询。
		
		",0.9910664868279068
29588,夫妻随迁的政策理解,深圳市发展和改革委员会,2008.11.05,2008.11.21,"在贵局回复""夫妻随迁为什么加为三年而非一年""中,说是根据<<批转公安部关于解决当前户口管理工作中几个突出问题意见的通知>>,这是国务院1998年下发的通知,而且其中规定的是""二、放宽解决夫妻分居问题的户口政策。对已在投靠的配偶所在城市居住一定年限的公民，应当根据自愿的原则准予在该城市落户。""感觉很是荒唐,一是因为这通知是十年前的,而非今年的,为什么会突然在今年改变,这么说前几年执行的是什么依据;二是通知里明确规定是""放宽解决夫妻分居问题的户口政策。""真的不知深圳的发改局领导们是如何理解的.看来深圳的老师在数学教科书和语文教科书里的是这么教的吧,放宽即是2改为3,因为3比2多吗,当然宽啦.由此可见这就是深圳政府的执行上级政策的两面性,也许这就是唯物主义中的有关事物的两面性吧.
		","市民：您好！您的二次来信收悉，经我局仔细研究之后，向你答复如下： 1、关于国务院文件中“放宽解决夫妻分局问题的户口政策。”的理解是：国务院文件是针对全国而不仅仅是深圳一个地区，在1999年以前全国很多地区的“婚迁时间”都长于3年。而且“放宽”不仅仅是指时间上的缩短，还有其他方面的条件。 2、在2000年，市公安局出于便民的考虑，将“婚迁时间”从3年改成2年，直至2008年，市政府重申要坚决执行国务院文件要求将“婚迁时间”又调整成3年。如果您还有其他关于夫妻随迁时间咨询问题可以进一步向公安部门咨询。谢谢！
		
		",0.9951958684942303
27748,农转非需要多长时间,深圳市发展和改革委员会,2009.09.22,2009.09.27,"尊敬的发展和改革局领导： ??? 您们好！我于2009年8月25日上交的“农转非”资料给宝安区劳动局的，到现在还没有确定好，打电话问过宝安区劳动局说要等。这大概需要多长时间？谢谢您们在万忙中回复！
","? 农转非手续是劳动部门在为符合招工条件的个人办理入户手续时捆绑办理的，由市劳动部门或区劳动部门通过区发改局向市发改委申请办理，个人不需要直接向市发改委申报，需要查询办理进度应直接向市（区）劳动部门咨询。我委自收到相关部门报送材料之日起5个工作日完成办理并向各相关部门反馈办理结果。
",0.9970792500399965
31545,投资建厂,深圳市发展和改革委员会,2008.03.21,2008.03.24,"我司从事汽车电子传感器产品贴牌出口贸易多年，目前拥有良好的销售业绩，初步拟定投资2000万元/人民币，在深圳市政府规划汽车电子产业集聚地，投资建设一条生产线，填补我省行业空白项目。咨询：科技项目如何立项？立项条件？立项程序？政策性资助等相关事务。务请指导！深圳市日理江澍实业有限公司
		","江澍： 你好！ 你所咨询的问题不够具体，如果项目涉及固定资产投资可登陆我局外网办事指南中的社会投资项目核准一栏了解，如不涉及固定资产投资问题，请向市科信局咨询。此复
		
		",0.9998738817350477
31603,申请高新技术基金,深圳市发展和改革委员会,2008.03.11,2008.03.17,"您好我的朋友拥有9项国家专利，其中2项是发明专利，7项是实用新型专利，都是关于汽车指纹锁的。产品的性能稳定，已经投产并且效益非常不错，不知这样的条件能否申请政府的资金支持。
		","任小姐：你好！根据《国家高技术产业发展项目管理暂行办法》（http://www.sdpc.gov.cn/zcfb/zcfbl/l2006/t20060302_61820.htm，以下简称《办法》）有关规定，国家发展和改革委员会对获批列入国家高技术产业发展项目计划的高技术产业化项目将给予中央预算内投资补助或贷款贴息。项目申报条件、申报程序等事项详见《办法》第三章规定。此外，针对由深圳市发展和改革局主持申报、获批列入国家高技术产业发展项目计划的高技术产业化项目，深圳市将提供深圳市高技术产业化示范工程专项资金配套，加快推进项目建设。如有疑问，请电话联系咨询（0755-82107044、82107045）。此复
		
		",0.9998927849736089
25025,关于南方科技大学招生问题,深圳市发展和改革委员会,2013.12.22,2013.12.23,"根据之前新闻报道，南方科技大学的建立经费一半来自市政府一半自筹资金，理应来说深圳应该占整个学校的很大比重，包括招生，这所大学的建立用的是深圳纳税人的钱应该是为深圳市服务的，招生的时候深圳的生源要占很大比重才对，以缓解现在深圳大学学位的不足。可是根据今年的南方科技大学的招生简章，今年它确面向全国招生而且广东只有60个名额占十分之一，那深圳所分到的名额就更加少了。作为一个用深圳人的钱建成的学校，这是对深圳纳税人极大的不公平。在此请求市政府对此现象作出解释。
		","根据市政府职能部门分工，建议转请咨询市教育局。
",0.9999765771395764
29807,龙岗横岭污水处理自动化监控系统项目,深圳市发展和改革委员会,2008.10.11,2008.10.17,"尊敬的发展改革局领导: 你们好!我是深圳市吉庆电子有限公司的一名员工,我们公司是一家电子电力的专业厂家.公司通过了ISO900认证,是台达产品的一级代理,十几年来一直从事自动化产品的开发和研究,拥有一批电气自动化、电子电力技术、自动化控制系统及应用的专业技术工程人员。同时公司专注于节能自动化领域，开发了一系列的节能产品，都通过了国家级质量中心检验，并被“深圳市政府第一批推荐使用的节能产品＂．另外我们公司还致力于自动化控制系统的开发和应用，广泛的用在各行各业．＂实业报国，永创第一＂，是我没公司的宗旨．我公司正中的想了解一些关于我们深圳市污水处理自动化监控项目，尤其是近期横岭污水处理项目自动化监控项目．真心的希望能够了解到这个造福与深圳百姓的工程，更希望我们公司也能够参与到这份非常有意义的造福与当代泽备与后世的伟大工程！　　　　　　　　　　　　　　　　　　　　深圳市吉庆电子有限公司　　　　　　　　　　　　　　　　　　　　　销售工程师：陈安静　　　　　　　　　　　　　　　　　　　　２００８年１０月１１日
		","陈安静：你好！来信收悉。按照我局职能规定，我市发展和改革局是我市经济宏观调控部门，负责安排市级财政性投资项目，但并不负责具体项目的实施。你来信中提及的横岭污水处理项目，是由我市水务局下属的水污染治理办公室负责实施的，建议你把情况向他们反映。此复。
		
		",0.9999978560800463
32083,为了深圳的孩子，请帮助我们，支持我们,深圳市发展和改革委员会,2007.12.07,2008.01.09,"为了深圳的孩子，请帮助我们，支持我们我们强烈要求： 一、强烈要求深圳市政府严格遵守国家法律法规，在不违背国家法律的前提下进行改革，任何个人和地方政府都不可以违背我国的法律精神。　二、承认我们的公办教师身份，保障我们的合法权益，我们的事业单位编制，依据《教育法》《教师法》享受与中小学教师同样的地位和待遇。三、强烈要求深圳市政府严格遵守国务院2003年13号文件《关于幼儿教育改革与发展的指导意见》和广东省教育厅2006年4月《关于大力推进学前教育改革和发展的若干意见（征求意见稿）》的精神，使中央和省政府的政令畅通。四、强烈要求深圳市政府承认学前教育是基础教育，承认学前教育的公益性，让教育行政部门对我们进行专业和行政管理，按中央和省政府的要求，像抓中小学教育一样投入人力和物力规划好，多办质优价廉的公办幼儿园，造福深圳市民。五、要求公平对待深圳市公办幼儿园，我们公办幼儿园在编教师要求享有与同样是非义务教育阶段的公办高中、大学、技工院校、电大的公办教师的一样的待遇。
		","对此件我局已经拟文答复，但文字内容较多，系统无法接受。我局电话联系该人寻求答复，发现电话非署名人的。
		
		",1.0
