04-07 13:18,6023900953,寻找rainbow姑娘,0,道歉有用，要法律干嘛？,https://tva2.sinaimg.cn/crop.0.0.1342.1342.180/006zFFONjw8fagbs3fktmj311a11aaes.jpg
03-21 22:39,1928263421,北方春天865,0,找死的节奏,https://tva3.sinaimg.cn/crop.0.0.180.180.180/72eef6fdgw1f2n1kwjj9tj2050050jrp.jpg
03-21 22:39,1872757294,八百里秦川的守望者,0,"有人放狗把别人咬伤了，结果就是给狗判个死刑……狗的主人在旁边沾沾自喜的看着<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heixian-4cbb6a297e.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.180.180.180/6fa0022ejw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:39,2805689120,啊fuuuuu,0,道歉有用还要法律做什么,https://tva4.sinaimg.cn/crop.0.0.1080.1080.180/a73b6b20jw8erc7yizgwsj20u00u00xa.jpg
03-21 22:39,1735680512,收购利物浦,0,"赳赳老秦，共赴国难<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva4.sinaimg.cn/crop.0.0.639.639.180/67746200jw8f2060jxpycj20hs0hr3ze.jpg
03-21 22:39,1681074301,布莞娴噬,7,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:我国关你屁事,https://tva2.sinaimg.cn/crop.0.0.996.996.180/6433287djw8f8wlrdyzcrj20ro0rojtq.jpg
03-21 22:38,5509929928,草原0318,0,道歉有用，要法律干什么,https://tva3.sinaimg.cn/crop.0.0.100.100.180/0060T6tyjw8eoxhsjr9oaj302s02s0sk.jpg
03-21 22:37,5089532043,MacyA_,0,没那么简单,https://tva1.sinaimg.cn/crop.0.0.640.640.180/005yr9Mvjw8euz5kni8ffj30hs0hs3z6.jpg
03-21 22:37,5480569791,Hao_先森,0,你这么帅为什么要给别人顶罪,https://tva2.sinaimg.cn/crop.0.0.1080.1080.180/005YTUyXjw8eoangvuktej30u00u0dhr.jpg
03-21 22:37,1761716113,MAFAPING,0,背锅侠，很贴切,https://tva4.sinaimg.cn/crop.0.0.664.664.180/6901a791jw8f0f3szfj2fj20ig0igjsg.jpg
03-21 22:37,2197929830,时光_城堡,0,麻痹大头都给你们吃回扣了哪还有钱用好材料？？不能让人家倒贴钱吧？,https://tva1.sinaimg.cn/crop.0.0.1080.1080.180/8301bf66jw8eisueq6lquj20u00u0tbq.jpg
03-21 22:37,1827484833,sun伟清,0,如果施工方一开始就肯现金，而不是赊账，厂家不会如此,https://tva2.sinaimg.cn/crop.0.0.180.180.180/6ced34a1jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:37,5137810860,做自己好啦,0,"得，鞠躬，跪地，把民主国家的那一套学来了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva4.sinaimg.cn/crop.0.0.498.498.180/005BHJj6jw8f7e58xy9fzj30du0du74a.jpg
03-21 22:36,1741075570,偶得一Wang,0,"明显照读的，写好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span>",https://tvax3.sinaimg.cn/crop.3.0.506.506.180/67c6b472ly8fdzaqxhaw5j20e80e2jsi.jpg
03-21 22:36,1371814820,春草池塘_a2u,0,现在跪地有屁用！,https://tva3.sinaimg.cn/crop.0.0.180.180.180/51c43ba4jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:35,2667598730,蒋献磊,1,舍得一身剐，敢把皇帝拉下马！,https://tva2.sinaimg.cn/crop.0.0.640.640.180/9f00538ajw8epjlzqf5uwj20hs0hs753.jpg
03-21 22:35,2823738064,x宇轩001,0,如此重大安全隐患一个企业的负责人能负责？就这种态度还整天吹嘘建国际化大都市、什么国家中心城市，建个球，这个是政府的领导班子真牛,https://tva2.sinaimg.cn/crop.0.1.750.750.180/a84ed2d0jw8f3rt7ckozzj20ku0kw3zx.jpg
03-21 22:34,2623938653,彼得耶维奇171,0,接着往出挖,https://tva2.sinaimg.cn/crop.0.0.996.996.180/9c66205djw8f0jmpee8x1j20ro0romz5.jpg
03-21 22:34,2647550295,官财公示,0,全面从严治党，哈哈,https://tva2.sinaimg.cn/crop.0.0.640.640.180/9dce6957jw8ex4iqty6cuj20hs0hs0tc.jpg
03-21 22:34,1921729643,SalonKrY,0,故意染了个白头，词背的不错，上头发话了，这后面是谁？背锅侠。,https://tvax2.sinaimg.cn/crop.14.0.721.721.180/728b446bly8fe6kepghaoj20ku0k13z6.jpg
03-21 22:34,1452909491,许盟津,0,图片评论 ,https://tva2.sinaimg.cn/crop.315.270.1478.1478.180/5699a3b3jw8f25q99j48dj21i0200qf4.jpg
03-21 22:34,1938019025,承诺Somnus丶,2,图片评论 ,https://tva1.sinaimg.cn/crop.0.0.512.512.180/7383d2d1jw8f7i03ajdw6j20e80e8dgm.jpg
03-21 22:34,5195271548,黄YeX,1,捞惯了？虽然现在咱们老百姓的承受能力比以前强很多很多了，贪个千把万都觉得是好人了，但是不知道有些地方是不能捞的么？这关乎人命啊…,https://tva2.sinaimg.cn/crop.0.0.180.180.180/005FAPsojw8ehsl474avfj3050050q2w.jpg
03-21 22:34,1420454382,不舍昼夜者,0,经济上以假充真，罪恶！其实，政治上的以假充真才是罪魁祸首！,https://tva4.sinaimg.cn/crop.0.0.344.344.180/54aa69eetw1e7hdev3n6mj209l09l755.jpg
03-21 22:33,1909988435,黔首乙,0,讲个故事，我们那里有个小伙给大领导背锅坐牢，出来后日子很舒服，现在是地方上的大款，到处圈地。,https://tva4.sinaimg.cn/crop.250.3.642.642.180/71d81c53jw8f3gtidw07nj20w50tsjyn.jpg
03-21 22:32,5541882879,排名第四红酒,0,"回复<a href='https://m.weibo.cn/n/远上寒山石径斜啊'>@远上寒山石径斜啊</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.0.0.996.996.180/00633aTJly8fdt8mmpiemj30ro0rowfo.jpg
03-21 22:32,5268358760,菊褶子,0,回复<a href='https://m.weibo.cn/n/海耕一号'>@海耕一号</a>:对对对。真是受不了。。。。,https://tva4.sinaimg.cn/crop.0.0.750.750.180/005KxuMojw8fc1ylknrbdj30ku0ku0tr.jpg
03-21 22:32,1779244702,桃嘤嘤_,0,"虽然不想阴谋论 但是这一个人想搞这么大动静是不可能的吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;""></span>",https://tvax1.sinaimg.cn/crop.0.0.512.512.180/6a0d1e9ely8ffkptodvlcj20e80e80tg.jpg
03-21 22:31,2740806892,海耕一号,2,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:我有点搞不懂为什么有人说你国就马上有人出来骂，说啥国都很正常吧，愿意怎么称呼是别人是事情啊，怎么每次搞得都像犯大罪一样，搞不懂,https://tva2.sinaimg.cn/crop.0.0.1440.1440.180/a35d64ecjw8ey4631auvjj21401400yk.jpg
03-21 22:30,3602271131,大队长的眼泪,4,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:天皇:你这贱民别丢老子的脸跪下,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/d6b64b9bly8ff1uqxbkh2j20ro0rognm.jpg
03-21 22:30,1670550281,王光庆,0,中国罪人也学会下跪了？不过在宾馆对着镜头下跪算什么？看来只学到了皮毛，辛苦你们那么认真表演！,https://tva1.sinaimg.cn/crop.0.0.996.996.180/63929309jw8fblran7ag7j20ro0rotah.jpg
03-21 22:30,1717520464,执炬逆行,0,"产品考察，招标文件，产品检验，施工检验，监理检验，验收检验，这么多一个人就背了？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>好重啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wu-93aef02809.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.1080.1080.180/665f4850jw8expy1z1a25j20u00u0tc3.jpg
03-21 22:29,2782353301,Mr_winie,0,道歉有用 咱们就失业了,https://tva4.sinaimg.cn/crop.3.0.634.634.180/a5d75795jw8f95z3l6xy1j20hs0hmq3m.jpg
03-21 22:29,2964346671,青草与池塘,5,现在重点已经不只是你造假，更重要的是你怎么获得采购的？？！！<a href='https://m.weibo.cn/n/头条新闻'>@头条新闻</a> <a href='https://m.weibo.cn/n/梨视频'>@梨视频</a> <a href='https://m.weibo.cn/n/新京报'>@新京报</a> <a href='https://m.weibo.cn/n/中国之声'>@中国之声</a> <a href='https://m.weibo.cn/n/央视新闻'>@央视新闻</a> <a href='https://m.weibo.cn/n/环球时报'>@环球时报</a>,https://tva3.sinaimg.cn/crop.0.0.640.640.180/b0b0572fjw8f0o0awio1hj20hs0ht0u8.jpg
03-21 22:29,1445526974,仰望星空-孙律师,0,供出背后的贪官才是真正的道歉！,https://tvax3.sinaimg.cn/default/images/default_avatar_male_180.gif
03-21 22:29,1988482797,小法师罗宁,0,你尽管道歉，背后如果没有钱权交易的话，算我输……,https://tva4.sinaimg.cn/crop.0.0.720.720.180/7685d6edjw8eu53dk2yprj20k00k0q6a.jpg
03-21 22:29,1998303145,Nevermore562,0,不敢供出贪官吧？自己把锅背了，家人可以保平安。,https://tvax2.sinaimg.cn/crop.0.0.750.750.180/771bafa9ly8ff6vb763hej20ku0kut97.jpg
03-21 22:29,1670550281,王光庆,1,"中国罪人也学会下跪了？不过在宾馆对着镜头下跪算什么？看来只学到了皮毛，辛苦你们那么认真表演！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.996.996.180/63929309jw8fblran7ag7j20ro0rotah.jpg
03-21 22:29,2947425137,二两小蘑菇,9,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:滚鸡巴犊子,https://tva3.sinaimg.cn/crop.63.0.330.330.180/afae2371gw1ek30yzo3kvj20dw099mxt.jpg
03-21 22:29,1269448011,夜雪落归人,0,领导的回扣已经落地,https://tva1.sinaimg.cn/crop.0.0.638.638.180/4baa3d4bjw8e8srqetf8vj20hq0hq40z.jpg
03-21 22:28,1736417317,Gracezhang_yzj,0,也不至于下跪吧，好的不学，动不动下跪??。该什么罪什么罪,https://tva2.sinaimg.cn/crop.0.0.498.498.180/677fa025jw8f5gou5iiy9j20du0dvmy6.jpg
03-21 22:28,5108316519,汉胡来,0,"回复<a href='https://m.weibo.cn/n/远上寒山石径斜啊'>@远上寒山石径斜啊</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tvax3.sinaimg.cn/crop.0.0.1424.1424.180/005zHYtVly8fdlp8qd6xyj313k13ktbd.jpg
03-21 22:28,1088767562,安若素的星相馆,1,下跪这个态度还是不错的。话说日本核电站都穿成这样了，为什么没人剖腹自杀？这么多人都等着看谢罪呢！！,https://tva4.sinaimg.cn/crop.10.81.253.253.180/40e5464agw1f8z4ty9ejsj207e0bymyt.jpg
03-21 22:28,1760776372,miaomiao露珠阳光小草,0,"我就想知道 怎么解决地铁三号线的问题？这让人怎么敢坐啊！    中国这么大 哪儿都有一些贪图利益、做损人不利己的事的人，不要把个人的行为怪罪到一个地域好吗！    在西安生活这么多年，虽然我们这个城市有些不足，但我依然爱她<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f9c28c70ef.png"" style=""width:1em;height:1em;""></span>，为她的进步感到高兴<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;""></span>，并期待她会更好<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.996.996.180/68f350b4jw8ezjc28oas1j20ro0rp414.jpg
03-21 22:28,2008186217,缺乏想象力的我,0,如果道歉有用的话，还要警察干什么？,https://tva2.sinaimg.cn/crop.3.0.743.743.180/77b27d69jw8f7q1q0re6jj20ku0kngmg.jpg
03-21 22:27,1864113972,qilulangzi,0,就凭前几天的声明和报警来看，毫无悔意，想成为替罪羊老百姓是不会答应的！,https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif
03-21 22:27,2643428830,梵米粒小姐,0,早知今日 何必当初……,https://tvax3.sinaimg.cn/crop.0.11.750.750.180/9d8f85dely8ff3xy12ogjj20ku0lhaay.jpg
03-21 22:27,1873996784,Jack东西,0,呵呵,https://tva3.sinaimg.cn/crop.0.0.180.180.180/6fb2ebf0jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:27,1505024770,矮呦药不能停喔,0,"我国不吃这套，你国才流行下跪<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.512.512.180/59b4db02jw8fbgkl8e10ij20e80e83yz.jpg
03-21 22:27,3115887277,家门蝎子思念爱,0,"多挖挖，硕鼠肯定还不少!<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.720.720.180/b9b8aaadjw8eitlm11od6j20k00k0aaz.jpg
03-21 22:27,3075474023,飘渺孤鸿影00,0,悔啊！怎么就屁股没擦干净给查出来了。,https://tva1.sinaimg.cn/crop.0.0.720.720.180/b7500267jw8eto42jena2j20k00k0ab0.jpg
03-21 22:26,2395502384,顺哥LOOK9458,0,"只有你顶罪了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span>",https://tvax2.sinaimg.cn/crop.0.0.750.750.180/8ec87730ly8ffatdfwklej20ku0ku0tp.jpg
03-21 22:26,6094007823,混世小魔王1l,0,"回复<a href='https://m.weibo.cn/n/占俊律师'>@占俊律师</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;""></span>有用吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.664.664.180/006EpPOLjw8fd47idd5woj30ig0igwfy.jpg
03-21 22:26,1644626662,Judylovemz,0,"确定是‘肇事者’么<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.0.0.800.800.180/620702e6ly8ff74p5ztk4j20m80m83zz.jpg
03-21 22:26,1365153460,快乐风之声,0,真要出事就不是跪地道歉了……去进监狱里面壁思过吧,https://tva3.sinaimg.cn/crop.0.0.664.664.180/515e96b4jw8fa5pis3mnuj20ig0ig750.jpg
03-21 22:26,3939855462,王慧楠同学,0,"回复<a href='https://m.weibo.cn/n/何须恼此生棱角'>@何须恼此生棱角</a>:啊哈 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-21 22:26,5694897398,八分大师,0,犯了不可饶恕的罪过，那就直接吧,https://tvax3.sinaimg.cn/crop.55.0.268.268.180/006dpcXQly8fff7r9klsaj30dg08a7b2.jpg
03-21 22:26,2647550295,官财公示,0,在中国，政府工程建设项目哪单没有权钱交易哦。,https://tva2.sinaimg.cn/crop.0.0.640.640.180/9dce6957jw8ex4iqty6cuj20hs0hs0tc.jpg
03-21 22:26,2405487757,困兽文强,0,<a href='https://m.weibo.cn/n/Lois_斌'>@Lois_斌</a>,https://tvax4.sinaimg.cn/crop.0.0.1006.1006.180/8f60d48dly8fes0pa5i45j20ry0rydk2.jpg
03-21 22:26,1864113972,qilulangzi,0,罪大恶极的是交管部门和主管领导，彻查，拿下，重判，杀人主谋比杀人犯更可恨！,https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif
03-21 22:25,2936654625,佃佻仹,1,背锅侠而已！！！,https://tvax4.sinaimg.cn/crop.0.0.1342.1342.180/af09cb21ly8fe8ajubnzzj211a11aact.jpg
03-21 22:25,2475766597,潤之門人,0,如果是真正为了压缩成本而以次充好，尚且是企业问题，如果是因为回扣太多挤占成本，导致以次充好，那……,https://tvax4.sinaimg.cn/crop.0.0.750.750.180/93913345ly8feoddseb0ej20ku0kumxo.jpg
03-21 22:25,3172724967,Yyyyyyyy菲,0,知错能改就好 希望真的能从心底认识到自己的错误  而不是敷衍老百姓 生命诚可贵 珍爱自己生命同时也要珍爱别人的生命！,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/bd1bf0e7ly8ffqkmd6gllj20ro0ro779.jpg
03-21 22:25,2069868941,上海阿爹,0,这要是出事故得死多少人啊！西安的领导啊，这是草菅人命啊,https://tva4.sinaimg.cn/crop.0.0.1006.1006.180/7b5fb18djw8fdgvj4bxrcj20ry0rywg9.jpg
03-21 22:25,1993839047,鲁德激,0,"中国特色，偷工减料，以次充好很正常！我的邻居在一线城市的地铁里反正做过类似一个质量监督的工种，他们的目标就是捞的更多又不出大事！以后修修补补又是一笔<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>。还有背后的供应商或许有着不可告人的钱权背景哦<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva4.sinaimg.cn/crop.0.0.1002.1002.180/76d791c7jw8f9p8zhnxepj20ru0rudit.jpg
03-21 22:25,2758857041,搬砖家怎么,0,贩毒吸毒的也该出来露露面了,https://tva4.sinaimg.cn/crop.0.0.1328.1328.180/a470d151jw8f6vb2dohp0j210w10wadn.jpg
03-21 22:25,5821504106,上帝第一87877,0,去看看水利工程、电力工程、公路铁路，哪一个不是这套路？个个都明白，人人装糊涂。 房价涨得再高，又算个屁啊。 这哥们，运气太背，心也黑了点儿，人命关天还是不能这么狠的。,https://tva1.sinaimg.cn/crop.0.0.996.996.180/006lYr9wjw8fappru8brrj30ro0ro41s.jpg
03-21 22:24,5566907013,太上青君,0,作,https://tva2.sinaimg.cn/crop.0.0.720.720.180/0064KaONjw8eqeftnmxcxj30k00k0gn2.jpg
03-21 22:24,3939855462,王慧楠同学,0,回复<a href='https://m.weibo.cn/n/哈喽倩宝'>@哈喽倩宝</a>:为什么要谢？你又没给我医疗费又没给我请医生，为什么要谢你,https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-21 22:24,5400808726,一米scenario,2,"这算哪门子背锅？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>企业负责人就得负责到底<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;""></span>道歉也还算诚恳……所以抓起来吧，别的人也请千万别放过<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.1080.1080.180/005Tvf4ajw8ep1797sm8gj30u00u0n05.jpg
03-21 22:24,6089173866,小牛119689,0,<a href='https://m.weibo.cn/n/l浅浅爱-'>@l浅浅爱-</a>,https://tva4.sinaimg.cn/crop.0.0.750.750.180/006E5yhIjw8fav9cmo0qaj30ku0kuwgq.jpg
03-21 22:23,1776877792,可楽不加冰c,0,<a href='https://m.weibo.cn/n/在路shan9'>@在路shan9</a>,https://tvax1.sinaimg.cn/crop.0.10.492.492.180/69e900e0ly8ffihn6kf2tj20do0e8glx.jpg
03-21 22:23,5940391516,不知道取什么名字所以没名字,44,"回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:我国的事就不劳你操心了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.996.996.180/006u1hcojw8fau3ozlxqoj30ro0rptb2.jpg
03-21 22:23,2802378744,威海市跃进街101号,0,吃太平饭去吧！举报人要中奖并保护好！,https://tva3.sinaimg.cn/crop.0.0.996.996.180/a708e7f8jw8ezfrbtnn9rj20rp0roq4l.jpg
03-21 22:23,1644459891,竹影遮不住客,0,跪地道歉却被称为背锅侠我该如何理解？,https://tva2.sinaimg.cn/crop.0.0.1328.1328.180/62047773jw8f15oev5jc4j210w10wq8r.jpg
03-21 22:23,1153216592,leef757,2,回复<a href='https://m.weibo.cn/n/活的像个诗人'>@活的像个诗人</a>:走了招投标流程 接下来每批次号的中标产品在上项目时都需要按标准验收，合格准予使用啊…,https://tvax2.sinaimg.cn/crop.0.0.139.139.180/44bcb050gy1ff2gwlzt0kj203w040glr.jpg
03-21 22:23,2545046763,北极星之源79,0,"丢车保帅，公职人员？管理人员？？降低标准就是行贿？那些狗官？？其实还有更狠的，这只是冰山一角，为了提前开通下了多少政治任务命令，要求提前完工，运行，偷工减料必然！！！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.180.180.180/97b254ebjw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:23,6094007823,混世小魔王1l,0,"这锅若不背，肯定要遭罪。下跪道个歉，起身悄悄退。欲把事化小，先看民反馈。如若还不行，杜撰大新闻。转移众视线，谁会想起谁<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;""></span> ",https://tva1.sinaimg.cn/crop.0.0.664.664.180/006EpPOLjw8fd47idd5woj30ig0igwfy.jpg
03-21 22:23,3478423570,吧啦叭啦吧啦啵啵,0,跪地道歉有用吗，这么不负责任的人不严惩对得起谁,https://tva2.sinaimg.cn/crop.0.0.664.664.180/cf548812jw8f1j0pu55x5j20ig0ig0u3.jpg
03-21 22:23,1898098962,长河西风1,0,国内不兴这种礼节。,https://tva2.sinaimg.cn/crop.0.0.150.150.180/7122b112jw8f0dsk5om7pj2046046mxd.jpg
03-21 22:23,6078009274,DTFBOYSFANS,1,能枪毙么？,https://tvax3.sinaimg.cn/default/images/default_avatar_male_180.gif
03-21 22:22,5222064058,0若即若离的小纠结0,10,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:图片评论 ,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/005HpfpEly8ffaahp670sj30ro0rpjtz.jpg
03-21 22:22,2062933227,玖歌子,0,道歉有用的话，那要法律干嘛？,https://tva1.sinaimg.cn/crop.43.0.364.364.180/7af5dcebjw8etn8avem1aj20dl0khabq.jpg
03-21 22:22,1401185673,关中箭侠,0,不合格电缆是怎么通过验收的？工程监理呢？,https://tva3.sinaimg.cn/crop.0.0.1328.1328.180/53846589jw8f6nc1ign3cj210w10w0xj.jpg
03-21 22:22,2207660162,亦珂赛艇,0,"前几天去卫生所，一块普通小木桌往上报价2850，看得我瘆得慌啊，小地方都贪得深入骨髓，更何况大工程呢！ <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.1328.1328.180/83963882jw8fb2xljfnbmj210w10wwgb.jpg
03-21 22:22,2687595095,哈喽倩宝,7,回复<a href='https://m.weibo.cn/n/王慧楠同学'>@王慧楠同学</a>:有病就快去治吧，不谢 ,https://tva2.sinaimg.cn/crop.0.10.1125.1125.180/a0317257jw8f7mn5fmpxuj20v90vugno.jpg
03-21 22:22,2373133814,胡说八道坐看云起,0,这是罪人之一,https://tva3.sinaimg.cn/crop.0.0.480.480.180/8d7325f6jw8en9imnpr53j20dc0dcabh.jpg
03-21 22:22,5172163690,糖糖小忻儿,0,<a href='https://m.weibo.cn/n/韦辰Pengun'>@韦辰Pengun</a>,https://tva4.sinaimg.cn/crop.0.0.664.664.180/005E1S30jw8f5vtgqri2vj30ig0igwh2.jpg
